Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A807203,Boots,10/22/2019 11:07:00 AM,10/22/2019 11:07:00 AM,Pflugerville (TX),Owner Surrender,Normal,Cat,Neutered Male,6 years,Domestic Medium Hair Mix,Blue/White
A765506,*Patty,01/21/2018 03:13:00 PM,01/21/2018 03:13:00 PM,7704 Doncaster Drive in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Calico
A712701,,09/26/2015 06:41:00 PM,09/26/2015 06:41:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,Black Brindle
A727714,*Sammy,05/25/2016 10:55:00 AM,05/25/2016 10:55:00 AM,7415 Bluff Springs Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black
A740548,,12/19/2016 12:44:00 PM,12/19/2016 12:44:00 PM,6207 Vera Ln in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,German Shepherd Mix,Brown
A679680,*Toffee,05/24/2014 04:20:00 PM,05/24/2014 04:20:00 PM,Krollton in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A692032,*Clementine,11/13/2014 03:05:00 PM,11/13/2014 03:05:00 PM,7209 N Lamar Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A804050,,09/10/2019 10:39:00 AM,09/10/2019 10:39:00 AM,7816 Coulver Road in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Blue
A736207,Eleanor,11/13/2016 04:03:00 PM,11/13/2016 04:03:00 PM,5225 Bantom Woods Bnd in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Pomeranian Mix,Cream/Tan
A817731,,05/24/2020 12:13:00 PM,05/24/2020 12:13:00 PM,7902 Marble Ridge Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,5 days,Domestic Shorthair,White/Brown Tabby
A711467,*Peanut,09/07/2015 12:42:00 PM,09/07/2015 12:42:00 PM,28Th And West Salado in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A810481,*Sadie,12/14/2019 12:40:00 PM,12/14/2019 12:40:00 PM,Thaxton Road And Running Water Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,American Eskimo,White
A751318,,06/06/2017 04:41:00 PM,06/06/2017 04:41:00 PM,2411 Lakehurst in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A666519,,11/02/2013 02:15:00 PM,11/02/2013 02:15:00 PM,8524 Burnet Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White
A676490,Sarah,04/10/2014 05:28:00 PM,04/10/2014 05:28:00 PM,8509 Elroy in Travis (TX),Stray,Injured,Dog,Intact Female,1 year,Pit Bull Mix,Brown Brindle/White
A716165,*Tyler,11/24/2015 11:26:00 AM,11/24/2015 11:26:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A747591,,04/21/2017 06:25:00 PM,04/21/2017 06:25:00 PM,4705 Leatherleaf Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Longhair Mix,Brown Tabby
A784066,,07/22/2019 07:59:00 AM,07/22/2019 07:59:00 AM,7610 Cameron Road in Austin (TX),Stray,Sick,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow
A696600,,02/08/2015 11:05:00 AM,02/08/2015 11:05:00 AM,7201  Meadowwood Dr in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby/White
A688717,Piglet,09/22/2014 05:35:00 PM,09/22/2014 05:35:00 PM,Outside Jurisdiction,Stray,Injured,Dog,Intact Female,4 weeks,Labrador Retriever/Border Collie,Black/White
A671243,,01/21/2014 03:33:00 PM,01/21/2014 03:33:00 PM,1119 Linden in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Tan
A753150,Zelda Ii,07/02/2017 01:14:00 PM,07/02/2017 01:14:00 PM,2541 Sunny Hills Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Dachshund/Chihuahua Shorthair,Brown
A737782,,11/04/2016 12:42:00 PM,11/04/2016 12:42:00 PM,8417 Red Willow Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby
A795255,,05/18/2019 01:56:00 PM,05/18/2019 01:56:00 PM,14003 Denny Lane in Pflugerville (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White
A698484,Xena,02/07/2018 04:21:00 PM,02/07/2018 04:21:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,White/Brown
A752324,,06/20/2017 11:35:00 AM,06/20/2017 11:35:00 AM,9601 Middle Fiskville in Austin (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair Mix,Orange Tabby
A715778,*Sugar,11/09/2015 06:42:00 PM,11/09/2015 06:42:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Siamese Mix,Tortie Point/Lynx Point
A764085,,12/21/2017 12:46:00 PM,12/21/2017 12:46:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Pit Bull Mix,Blue Merle/White
A697726,Otto,08/11/2017 01:07:00 PM,08/11/2017 01:07:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A664413,Tigger,05/01/2019 06:08:00 PM,05/01/2019 06:08:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,13 years,Domestic Longhair Mix,Orange Tabby
A761325,*Gary,04/07/2018 03:38:00 PM,04/07/2018 03:38:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
A764950,*Softy,01/09/2018 04:28:00 PM,01/09/2018 04:28:00 PM,Spicewood Springs Road And Yuca Mountain Road in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,American Bulldog Mix,Brown/White
A785978,Tuton,12/14/2018 10:16:00 AM,12/14/2018 10:16:00 AM,420 West Slaughter Lane Number 120 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Fawn/White
A720553,,02/11/2016 04:33:00 PM,02/11/2016 04:33:00 PM,5503 Spring Meadow Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair/Dachshund,White/Brown
A762230,Kushdyn,11/16/2017 02:49:00 PM,11/16/2017 02:49:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 months,Pit Bull Mix,White
A786485,,12/26/2018 12:38:00 PM,12/26/2018 12:38:00 PM,Del Valle (TX),Owner Surrender,Nursing,Dog,Intact Male,3 days,German Shepherd Mix,Tan/Black
A742232,Ann Perkins,01/17/2017 07:05:00 PM,01/17/2017 07:05:00 PM,Outside Jurisdiction,Stray,Normal,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Black/White
A681903,,06/21/2014 03:10:00 PM,06/21/2014 03:10:00 PM,8028 Gessner Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Longhair Mix,Black
A721861,Tom,03/06/2016 10:42:00 AM,03/06/2016 10:42:00 AM,12345 Lamplight Village Ave in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
A787508,Sassy,01/14/2019 03:36:00 PM,01/14/2019 03:36:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan/White
A783633,,11/03/2018 12:22:00 PM,11/03/2018 12:22:00 PM,3102 Windsor in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A797949,Hinata,06/19/2019 03:15:00 PM,06/19/2019 03:15:00 PM,Ross Road And Pearce in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever,Black/White
A681170,*Janie,06/13/2014 02:37:00 PM,06/13/2014 02:37:00 PM,7801 Doncaster in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Longhair Mix,Orange Tabby/White
A798628,,06/28/2019 02:04:00 PM,06/28/2019 02:04:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Medium Hair,Brown Tabby/White
A682587,Bear,06/30/2014 10:45:00 AM,06/30/2014 10:45:00 AM,644 Mansell in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Chihuahua Longhair/West Highland,Cream
A766482,Tails,02/09/2018 07:22:00 PM,02/09/2018 07:22:00 PM,7449 Montezuma Street in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Miniature Schnauzer Mix,Brown/White
A703446,Seamus,05/24/2015 05:35:00 PM,05/24/2015 05:35:00 PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black
A724266,Lady,04/14/2016 06:23:00 PM,04/14/2016 06:23:00 PM,3901 S. Lamar in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Orange Tabby/White
A797552,*Sieg,06/14/2019 03:31:00 PM,06/14/2019 03:31:00 PM,14201 North Interstate in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Tan/White
A768370,Canelo,06/17/2018 12:10:00 PM,06/17/2018 12:10:00 PM,East Yager Lane And Thompkins Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Chinese Sharpei,Tan/Black
A721036,,02/20/2016 11:06:00 AM,02/20/2016 11:06:00 AM,Burnet Rd And Steck Ave in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Dachshund Mix,Blue Merle/White
A790746,,03/15/2019 07:05:00 PM,03/15/2019 07:05:00 PM,12836 Buenos Aires Pkwy in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black
A738165,,11/10/2016 03:27:00 PM,11/10/2016 03:27:00 PM,2100 Teri Rd in Austin (TX),Stray,Injured,Dog,Intact Male,5 years,Labrador Retriever Mix,Black/White
A800365,Thor,07/19/2019 06:12:00 PM,07/19/2019 06:12:00 PM,Justin Lane And North Lamar Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,Alaskan Malamute,Brown/Cream
A685359,,08/06/2014 12:26:00 PM,08/06/2014 12:26:00 PM,901 S Mopac Expy in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black/Brown
A797405,,06/13/2019 12:15:00 PM,06/13/2019 12:15:00 PM,183 And Bolm Road in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Standard Poodle Mix,White/Black
A808868,,11/15/2019 11:03:00 AM,11/15/2019 11:03:00 AM,120 Acapulco Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby
A765556,,01/22/2018 04:16:00 PM,01/22/2018 04:16:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair/Miniature Poodle,Brown/Black
A690852,Brownie,10/27/2014 11:09:00 AM,10/27/2014 11:09:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Irish Setter/Pit Bull,Brown/Black
A759389,,10/01/2017 12:23:00 PM,10/01/2017 12:23:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black/White
A768332,Bon Bon,03/17/2018 12:56:00 PM,03/17/2018 12:56:00 PM,13817 Lazyridge Drive in Travis (TX),Stray,Injured,Dog,Intact Male,14 years,Miniature Poodle Mix,Cream/White
A716056,,11/13/2015 01:56:00 PM,11/13/2015 01:56:00 PM,201 Chicon in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Siamese Mix,Flame Point
A723393,*Iggy,03/31/2016 12:59:00 PM,03/31/2016 12:59:00 PM,1420 E Anderson Ln in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,White/Black
A824079,Sadie,10/05/2020 05:28:00 PM,10/05/2020 05:28:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Pit Bull,Blue/White
A716493,Missy,11/20/2015 08:55:00 AM,11/20/2015 08:55:00 AM,Campfield Parkway & Monitor in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Dachshund Mix,White/Brown
A712996,,10/01/2015 12:39:00 PM,10/01/2015 12:39:00 PM,Hibbs Ln in Manor (TX),Stray,Aged,Cat,Unknown,22 years,Siamese Mix,Lilac Point
A784720,Stella,11/19/2018 01:33:00 PM,11/19/2018 01:33:00 PM,County Line Road And Highway 290 in Travis (TX),Stray,Normal,Dog,Spayed Female,9 years,Pit Bull Mix,Tan/White
A817105,,05/07/2020 05:18:00 PM,05/07/2020 05:18:00 PM,1901 Onion Creek in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Bat,Brown
A686969,Charles,08/29/2014 02:47:00 PM,08/29/2014 02:47:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig Mix,Tricolor
A689670,,10/07/2014 04:41:00 PM,10/07/2014 04:41:00 PM,10712 Watchful Fox in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
A709044,Lola,08/06/2015 06:18:00 PM,08/06/2015 06:18:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle
A680300,Titan,06/01/2014 01:00:00 PM,06/01/2014 01:00:00 PM,Parmer And Harris Branch in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Alaskan Malamute Mix,Black/Tan
A725980,,05/04/2016 01:51:00 PM,05/04/2016 01:51:00 PM,Jacobson Rd And Elroy Rd in Del Valle (TX),Stray,Normal,Dog,Intact Female,3 days,Chihuahua Shorthair Mix,Brown
A697319,Chiquilin,02/21/2015 06:26:00 PM,02/21/2015 06:26:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,6 years,Miniature Poodle/Border Terrier,White
A719763,Titan,02/18/2016 02:20:00 PM,02/18/2016 02:20:00 PM,Riverside And Kenwood Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Siberian Husky Mix,Black/White
A804418,*Nabisco,09/14/2019 02:00:00 PM,09/14/2019 02:00:00 PM,Highway 183 And Lakeline Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Pointer,Black/White
A729460,,06/18/2016 04:06:00 PM,06/18/2016 04:06:00 PM,210 W 27Th St in Austin (TX),Wildlife,Injured,Other,Unknown,8 months,Raccoon Mix,Black/Gray
A733955,*Jules,08/30/2016 08:47:00 AM,08/30/2016 08:47:00 AM,612 Colonial Park Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Pit Bull Mix,Chocolate/White
A697261,Roltan,10/11/2015 05:29:00 PM,10/11/2015 05:29:00 PM,Salt Springs & Thaxton in Austin (TX),Stray,Normal,Dog,Neutered Male,10 months,Schnauzer Giant Mix,Black/White
A800703,Sophie,07/25/2019 12:20:00 PM,07/25/2019 12:20:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Miniature Schnauzer Mix,Black/Gray
A781133,Vader,09/24/2018 09:39:00 PM,09/24/2018 09:39:00 PM,Calumet in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Mastiff,Black
A802324,Whisky,08/16/2019 01:57:00 PM,08/16/2019 01:57:00 PM,8001 Lee Hill in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Pbgv Mix,White/Tan
A795664,,05/23/2019 12:09:00 PM,05/23/2019 12:09:00 PM,19967 Blake Manor Road in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,Brown/White
A767168,*Rosie,02/24/2018 03:37:00 PM,02/24/2018 03:37:00 PM,Austin (TX),Stray,Normal,Dog,Intact Female,9 years,Boxer Mix,Tan/Black
A379998,Disciple,10/23/2013 11:42:00 AM,10/23/2013 11:42:00 AM,51St And Grover in Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Pit Bull,Black
A800502,Mr Meeseeks,08/15/2019 01:27:00 PM,08/15/2019 01:27:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair,Orange Tabby/White
A799210,*Earwicker,07/06/2019 08:05:00 AM,07/06/2019 08:05:00 AM,4434  Frontier Trl in Austin (TX),Stray,Sick,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby/White
A772580,,05/21/2018 01:22:00 PM,05/21/2018 01:22:00 PM,12903 Staton Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Brown Tabby
A813627,,02/14/2020 03:44:00 PM,02/14/2020 03:44:00 PM,11513 Old Lockhart Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Dachshund/Chihuahua Shorthair,Red/White
A753977,*Marco,07/13/2017 06:35:00 PM,07/13/2017 06:35:00 PM,3810 Southway Dr in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Basset Hound Mix,White/Brown
A755170,,07/30/2017 11:50:00 AM,07/30/2017 11:50:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0 years,Chihuahua Shorthair Mix,White
A755459,Lulu,08/03/2017 03:40:00 PM,08/03/2017 03:40:00 PM,1308 Thornberry Rd in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Tan
A812754,Canino,01/28/2020 04:59:00 PM,01/28/2020 04:59:00 PM,Travis (TX),Public Assist,Normal,Dog,Intact Male,4 years,Yorkshire Terrier/Chihuahua Shorthair,Tan
A790014,*Farrah,03/03/2019 01:22:00 PM,03/03/2019 01:22:00 PM,Anderson Lane And Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Brown/Black
A707855,Petunia,07/19/2015 07:49:00 AM,07/19/2015 07:49:00 AM,Guadalupe And Airport in Austin (TX),Stray,Injured,Dog,Intact Female,6 years,Pomeranian,Buff/Red
A687232,,09/10/2014 01:08:00 PM,09/10/2014 01:08:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White
A805884,,10/03/2019 11:29:00 AM,10/03/2019 11:29:00 AM,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby
A666371,Bella,10/03/2014 06:24:00 PM,10/03/2014 06:24:00 PM,Daugherty And Greenlawn in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Border Collie/Great Pyrenees,White/Black
A757096,,08/29/2017 04:44:00 PM,08/29/2017 04:44:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown/White
A786082,Chloe,12/16/2018 02:52:00 PM,12/16/2018 02:52:00 PM,20412 Lindeman Lane in Travis (TX),Stray,Normal,Dog,Spayed Female,8 months,Catahoula Mix,Brown Merle/White
A773791,,06/05/2018 02:10:00 PM,06/05/2018 02:10:00 PM,307 Dry Creek Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A686308,*Phoebe,08/19/2014 07:13:00 PM,08/19/2014 07:13:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A681227,,06/13/2014 11:17:00 PM,06/13/2014 11:17:00 PM,2305 Mission Hill Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,White
A680431,,06/02/2014 05:18:00 PM,06/02/2014 05:18:00 PM,8500 N 35Ih in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Bat Mix,Brown
A713553,*Alex,10/08/2015 03:48:00 PM,10/08/2015 03:48:00 PM,6201 Club Terrace Dr in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Siamese Mix,Seal Point
A688126,Katie,09/15/2014 10:42:00 AM,09/15/2014 10:42:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Australian Kelpie Mix,Sable
A750736,Max,05/31/2017 11:05:00 AM,05/31/2017 11:05:00 AM,1012 Arthur Stiles Rd in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever/Finnish Spitz,Red
A670544,*Mia,03/12/2014 03:11:00 PM,03/12/2014 03:11:00 PM,Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A735129,Spade,09/19/2016 10:10:00 AM,09/19/2016 10:10:00 AM,7000 S Congress Ave in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,Black
A759339,Nilla,09/30/2017 04:35:00 PM,09/30/2017 04:35:00 PM,10000 North Lamar Boulevard #1016 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Australian Cattle Dog/American Pit Bull Terrier,White/Tan
A785790,*Frosty,12/10/2018 08:28:00 AM,12/10/2018 08:28:00 AM,411 Brazos St in Austin (TX),Stray,Injured,Cat,Intact Male,2 months,Domestic Medium Hair Mix,White/Brown Tabby
A726659,Harris,05/12/2016 07:24:00 PM,05/12/2016 07:24:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,5 weeks,Queensland Heeler Mix,Red Tick
A788959,Cole,03/20/2019 11:09:00 AM,03/20/2019 11:09:00 AM,Jollyville Road And Duval Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Schnauzer Mix,Tan
A791215,Snicklefritz,03/27/2019 01:42:00 PM,03/27/2019 01:42:00 PM,9901 North Lamar Boulevard in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Chocolate/Gray
A804398,Mr Bigglesworth,09/14/2019 11:50:00 AM,09/14/2019 11:50:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Orange Tabby
A812261,Ellie,01/18/2020 03:34:00 PM,01/18/2020 03:34:00 PM,1201 Payton Gin Road in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Pit Bull,Brown Brindle
A674705,Max,03/17/2014 11:05:00 AM,03/17/2014 11:05:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Miniature Schnauzer Mix,Black
A720143,,02/03/2016 11:08:00 AM,02/03/2016 11:08:00 AM,4906 Sara Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A713855,*Edina,10/14/2015 11:34:00 AM,10/14/2015 11:34:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Torbie
A751234,Chester,06/05/2017 02:11:00 PM,06/05/2017 02:11:00 PM,446 Tiffany Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby
A781003,,09/23/2018 12:48:00 PM,09/23/2018 12:48:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black/White
A678107,Squirt,05/04/2014 11:08:00 AM,05/04/2014 11:08:00 AM,1500 City Park Road in Austin (TX),Stray,Normal,Dog,Neutered Male,15 years,Boston Terrier Mix,Black/White
A714513,*Dunga,10/24/2015 12:46:00 PM,10/24/2015 12:46:00 PM,4902 Mendoza Dr in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Beagle/Boston Terrier,White/Black
A786918,,01/04/2019 12:59:00 PM,01/04/2019 12:59:00 PM,Shadowview Drive in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Catahoula Mix,Brown Merle/White
A790207,Ike,05/01/2019 06:55:00 PM,05/01/2019 06:55:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black
A549834,Danny,01/04/2015 12:48:00 PM,01/04/2015 12:48:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,White/Brown
A750881,Happy,06/01/2017 04:52:00 PM,06/01/2017 04:52:00 PM,51St St And Manor Road in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown
A749238,,05/20/2017 10:43:00 AM,05/20/2017 10:43:00 AM,Austin (TX),Stray,Normal,Dog,Neutered Male,7 months,Beagle Mix,Tricolor
A666083,,10/26/2013 03:59:00 PM,10/26/2013 03:59:00 PM,508 Springdale Rd in Austin (TX),Stray,Injured,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby
A732020,,07/31/2016 11:43:00 AM,07/31/2016 11:43:00 AM,Outside Jurisdiction,Stray,Nursing,Dog,Intact Female,1 month,Labrador Retriever Mix,White
A694187,*Levi,12/22/2014 11:01:00 AM,12/22/2014 11:01:00 AM,24607 Long Hollow Trl in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Australian Cattle Dog,Red/White
A753496,Kaycee,07/07/2017 01:47:00 PM,07/07/2017 01:47:00 PM,7601 Daffan Lane in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A671947,Matt,02/01/2014 04:46:00 PM,02/01/2014 04:46:00 PM,9209 Northgate Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Pit Bull Mix,Chocolate/White
A743021,Maxine,02/02/2017 11:37:00 AM,02/02/2017 11:37:00 AM,W Rundberg And N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Longhair Mix,Black/Brown
A709442,*Jay,08/09/2015 11:19:00 AM,08/09/2015 11:19:00 AM,12104 Sage Hen Cir in Austin (TX),Stray,Normal,Cat,Intact Male,7 years,Siamese Mix,Seal Point
A676877,Gretel,04/16/2014 01:29:00 PM,04/16/2014 01:29:00 PM,Springdale And 12Th in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Pug Mix,Black
A709240,,08/06/2015 12:39:00 PM,08/06/2015 12:39:00 PM,2600 Willow St in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Snowshoe Mix,Seal Point
A695336,Pelé,01/14/2015 10:57:00 AM,01/14/2015 10:57:00 AM,9610 Colfax Drive in Travis (TX),Owner Surrender,Normal,Dog,Intact Male,8 months,Nova Scotia Duck Tolling Retriever Mix,Red
